VideoId,Tag,Mean_x,Std_x,NumberWorkers_x,Mean_y,Std_y,NumberWorkers_y,Mean,Std,NumberWorkers
j_70OVLHHPc.mp4,Europe,0.13333333333333333,0.3518657752744984,15,0.13333333333333333,0.3518657752744984,15,0.06666666666666667,0.2581988897471611,15
j_70OVLHHPc.mp4,stage,0.7333333333333333,0.45773770821706344,15,0.9333333333333333,0.2581988897471611,15,0.7333333333333333,0.45773770821706344,15
j_70OVLHHPc.mp4,auditorium,0.5333333333333333,0.5163977794943222,15,0.8666666666666667,0.3518657752744984,15,0.6666666666666666,0.4879500364742666,15
j_70OVLHHPc.mp4,sound stage,0.4,0.50709255283711,15,0.6666666666666666,0.4879500364742666,15,0.4,0.50709255283711,15
j_70OVLHHPc.mp4,tourist attraction,0.13333333333333333,0.3518657752744984,15,0.06666666666666667,0.2581988897471611,15,0.26666666666666666,0.4577377082170635,15
j_70OVLHHPc.mp4,atmosphere of earth,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
j_70OVLHHPc.mp4,music venue,0.0,0.0,15,0.06666666666666667,0.2581988897471611,15,0.0,0.0,15
j_70OVLHHPc.mp4,vehicle door,0.4,0.50709255283711,15,0.6666666666666666,0.4879500364742666,15,0.4666666666666667,0.5163977794943222,15
j_70OVLHHPc.mp4,theatre,0.26666666666666666,0.4577377082170635,15,0.4666666666666667,0.5163977794943222,15,0.5333333333333333,0.5163977794943222,15
j_70OVLHHPc.mp4,nightclub,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
j_70OVLHHPc.mp4,earth,0.06666666666666667,0.2581988897471611,15,0.13333333333333333,0.3518657752744984,15,0.0,0.0,15
j_70OVLHHPc.mp4,window,0.2,0.41403933560541256,15,0.26666666666666666,0.4577377082170635,15,0.2,0.41403933560541256,15
j_70OVLHHPc.mp4,architecture,0.3333333333333333,0.4879500364742666,15,0.4,0.50709255283711,15,0.4,0.50709255283711,15
j_70OVLHHPc.mp4,biome,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
j_70OVLHHPc.mp4,structure,0.26666666666666666,0.4577377082170635,15,0.6,0.50709255283711,15,0.4,0.50709255283711,15
j_70OVLHHPc.mp4,television studio,0.3333333333333333,0.4879500364742666,15,0.4666666666666667,0.5163977794943222,15,0.26666666666666666,0.4577377082170635,15
j_70OVLHHPc.mp4,ecosystem,0.06666666666666667,0.2581988897471611,15,0.06666666666666667,0.2581988897471611,15,0.13333333333333333,0.3518657752744984,15
j_70OVLHHPc.mp4,sport venue,0.13333333333333333,0.3518657752744984,15,0.13333333333333333,0.3518657752744984,15,0.06666666666666667,0.2581988897471611,15
j_70OVLHHPc.mp4,function hall,0.4666666666666667,0.5163977794943222,15,0.5333333333333333,0.5163977794943222,15,0.6,0.50709255283711,15
j_70OVLHHPc.mp4,sky,0.0,0.0,15,0.2,0.41403933560541256,15,0.13333333333333333,0.3518657752744984,15
j_70OVLHHPc.mp4,daylighting,0.0,0.0,15,0.13333333333333333,0.3518657752744984,15,0.13333333333333333,0.3518657752744984,15
vuk9mP0Vz7M.mp4,sky,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
vuk9mP0Vz7M.mp4,music venue,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
vuk9mP0Vz7M.mp4,display window,0.06666666666666667,0.2581988897471611,15,0.0,0.0,15,0.06666666666666667,0.2581988897471611,15
vuk9mP0Vz7M.mp4,nightclub,0.06666666666666667,0.2581988897471611,15,0.0,0.0,15,0.0,0.0,15
vuk9mP0Vz7M.mp4,retail,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
vuk9mP0Vz7M.mp4,structure,0.2,0.41403933560541256,15,0.4666666666666667,0.5163977794943222,15,0.2,0.41403933560541256,15
vuk9mP0Vz7M.mp4,ecosystem,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
vuk9mP0Vz7M.mp4,stage,0.6666666666666666,0.4879500364742666,15,0.9333333333333333,0.2581988897471611,15,0.6,0.50709255283711,15
vuk9mP0Vz7M.mp4,sound stage,0.5333333333333333,0.5163977794943222,15,0.8666666666666667,0.3518657752744984,15,0.4666666666666667,0.5163977794943222,15
vuk9mP0Vz7M.mp4,atmosphere of earth,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
vuk9mP0Vz7M.mp4,country,0.3333333333333333,0.4879500364742666,15,0.4,0.50709255283711,15,0.2,0.41403933560541256,15
vuk9mP0Vz7M.mp4,cities,0.13333333333333333,0.3518657752744984,15,0.26666666666666666,0.4577377082170635,15,0.0,0.0,15
lVMN_iO62Dc.mp4,everywhere,0.0,0.0,15,0.0,0.0,15,0.06666666666666667,0.2581988897471611,15
lVMN_iO62Dc.mp4,forest,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
lVMN_iO62Dc.mp4,building,0.6,0.50709255283711,15,0.7333333333333333,0.45773770821706344,15,0.6,0.50709255283711,15
lVMN_iO62Dc.mp4,atmosphere of earth,0.0,0.0,15,0.06666666666666667,0.2581988897471611,15,0.0,0.0,15
lVMN_iO62Dc.mp4,parking lot,0.6,0.50709255283711,15,0.8,0.4140393356054125,15,0.6,0.50709255283711,15
lVMN_iO62Dc.mp4,garden,0.26666666666666666,0.4577377082170635,15,0.4666666666666667,0.5163977794943222,15,0.5333333333333333,0.5163977794943222,15
lVMN_iO62Dc.mp4,plant community,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
lVMN_iO62Dc.mp4,woodland,0.0,0.0,15,0.06666666666666667,0.2581988897471611,15,0.0,0.0,15
lVMN_iO62Dc.mp4,artificial landforms,0.2,0.41403933560541256,15,0.13333333333333333,0.3518657752744984,15,0.0,0.0,15
lVMN_iO62Dc.mp4,road,0.8666666666666667,0.3518657752744984,15,1.0,0.0,15,0.8,0.4140393356054125,15
lVMN_iO62Dc.mp4,backyard,0.26666666666666666,0.4577377082170635,15,0.4666666666666667,0.5163977794943222,15,0.3333333333333333,0.4879500364742666,15
lVMN_iO62Dc.mp4,land lot,0.2,0.41403933560541256,15,0.3333333333333333,0.4879500364742666,15,0.2,0.41403933560541256,15
lVMN_iO62Dc.mp4,street,0.6666666666666666,0.4879500364742666,15,0.7333333333333333,0.45773770821706344,15,0.5333333333333333,0.5163977794943222,15
lVMN_iO62Dc.mp4,plain,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
lVMN_iO62Dc.mp4,window,0.3333333333333333,0.4879500364742666,15,0.5333333333333333,0.5163977794943222,15,0.3333333333333333,0.4879500364742666,15
lVMN_iO62Dc.mp4,yard,0.4,0.50709255283711,15,0.7333333333333333,0.45773770821706344,15,0.7333333333333333,0.45773770821706344,15
lVMN_iO62Dc.mp4,pasture,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
lVMN_iO62Dc.mp4,vehicle door,0.5333333333333333,0.5163977794943222,15,0.5333333333333333,0.5163977794943222,15,0.5333333333333333,0.5163977794943222,15
lVMN_iO62Dc.mp4,earth,0.13333333333333333,0.3518657752744984,15,0.4,0.50709255283711,15,0.2,0.41403933560541256,15
lVMN_iO62Dc.mp4,tent,0.0,0.0,15,0.0,0.0,15,0.13333333333333333,0.3518657752744984,15
lVMN_iO62Dc.mp4,house,0.6,0.50709255283711,15,0.8666666666666667,0.3518657752744984,15,0.6,0.50709255283711,15
lVMN_iO62Dc.mp4,landscape,0.5333333333333333,0.5163977794943222,15,0.6666666666666666,0.4879500364742666,15,0.4,0.50709255283711,15
lVMN_iO62Dc.mp4,jungle,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
lVMN_iO62Dc.mp4,ecosystem,0.06666666666666667,0.2581988897471611,15,0.06666666666666667,0.2581988897471611,15,0.06666666666666667,0.2581988897471611,15
lVMN_iO62Dc.mp4,farm,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
lVMN_iO62Dc.mp4,sky,0.26666666666666666,0.4577377082170635,15,0.4,0.50709255283711,15,0.2,0.41403933560541256,15
