No Workers,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Run 21,Run 22,Run 23,Run 24,Run 25,Run 26,Run 27,Run 28,Run 29,Run 30,Run 31,Run 32,Run 33,Run 34,Run 35,Run 36,Run 37,Run 38,Run 39,Run 40,Run 41,Run 42,Run 43,Run 44,Run 45,Run 46,Run 47,Run 48,Run 49,Run 50,Run 51,Run 52,Run 53,Run 54,Run 55,Run 56,Run 57,Run 58,Run 59,Run 60,Run 61,Run 62,Run 63,Run 64,Run 65,Run 66,Run 67,Run 68,Run 69,Run 70,Run 71,Run 72,Run 73,Run 74,Run 75,Run 76,Run 77,Run 78,Run 79,Run 80,Run 81,Run 82,Run 83,Run 84,Run 85,Run 86,Run 87,Run 88,Run 89,Run 90,Run 91,Run 92,Run 93,Run 94,Run 95,Run 96,Run 97,Run 98,Run 99,Run 100,Mean,Stdev,Variance,Median,Min,Max
3,0.429173527095712,0.4405621096460791,0.42409519350535774,0.4465061192262141,0.4155033755614729,0.4012012279218756,0.42615117675846415,0.42615117675846415,0.45624340883934555,0.4074387151310227,0.4033883879890422,0.3898500781583061,0.4483452105102086,0.4075899891722492,0.3791807115681791,0.39036373580067607,0.4057178932178932,0.40446017699115033,0.43180491036021507,0.3702838663312972,0.4709482068815014,0.43238866396761133,0.3850067991402377,0.42695831836148046,0.44226511692265114,0.3828781890046713,0.48687385343900513,0.43746913580246916,0.4166278903285847,0.40445452634529155,0.4080668343514193,0.39825663716814164,0.32487556367629455,0.3713407212862725,0.3966486457408751,0.4250820139780346,0.4364802431073931,0.3311851378475441,0.4584441250449156,0.41147680078595994,0.4272061958220833,0.3915366167943304,0.43619472785273405,0.3523797903030408,0.3789909800272031,0.41769772220522006,0.44712032281731473,0.4117101439033224,0.4327097111033763,0.48232421959843963,0.3534863759222734,0.40551761910230466,0.451009397841977,0.337091729104532,0.42615117675846415,0.38675144300144304,0.3538411487750436,0.42092589988751405,0.38643326039387316,0.4014190515594602,0.429173527095712,0.4406766137397271,0.38042929292929295,0.38797130538879043,0.35205155065714766,0.43388231024000723,0.41533088331117884,0.401256787261302,0.4422157128492109,0.3713407212862725,0.4270862626546682,0.47308325578065713,0.36103539823008857,0.40408225356145755,0.382906238721093,0.36439342588272583,0.3723148665301381,0.3715090059800783,0.3890375380217366,0.34509522098454914,0.4403561872176164,0.45007844815290254,0.40408225356145755,0.4726991150442478,0.4108551650595985,0.46029203539823005,0.39825663716814164,0.4301404455514044,0.40860517435320576,0.3765810276679842,0.41258379689060043,0.40595926921499836,0.4354778761061947,0.3807475198982341,0.4365203411780467,0.4080668343514193,0.4360862151882131,0.4292743362831859,0.38487936681696944,0.37852957082191896,0.4095717973352794,0.033747830485607144,0.0011389160624852748,0.40833600435231254,0.32487556367629455,0.48687385343900513
4,0.4266132580448436,0.3978156338303629,0.43415637860082334,0.4084455234311781,0.4109787070377521,0.42477628635346787,0.4489929398718788,0.40900777320530435,0.41712504583791754,0.42099851612978645,0.41474654377880216,0.4821270141094991,0.40272062185642454,0.39328989483310495,0.42639171993429803,0.4017203960605046,0.42691791403895374,0.44438341115078284,0.43255955090274645,0.3757460497299049,0.43872738187119487,0.38212945161585665,0.42639171993429814,0.38467227073198906,0.38653273809523825,0.3755492284438823,0.4459885030379218,0.3877976190476191,0.4327099376604331,0.44044352994970304,0.393227089659819,0.41886026192738346,0.3897076505548116,0.3950350330215564,0.41569328787794135,0.37867930749930145,0.419842591685445,0.3960193452380957,0.4039806887089782,0.43625192012288827,0.32394684006726526,0.4194998385774956,0.44098565590983463,0.3883548475693491,0.44035625924530597,0.39932469783216096,0.4543802759928649,0.42180886243386273,0.42396313364055327,0.4443490455339002,0.4279927248677251,0.4574381660420126,0.46244855967078224,0.392468649607832,0.45127991152904157,0.42558581172002286,0.40006715604138454,0.39850062052022417,0.4147559125301076,0.4225958394384154,0.4302819238790667,0.42490079365079403,0.3824863117976657,0.42410611817585875,0.459263392857143,0.46473315224684875,0.4471455935857592,0.3872242816474496,0.4193703352197502,0.40080563947633463,0.45553691275167807,0.3954149113353582,0.44426784546485576,0.4380758437430158,0.3915100383730893,0.4039183374530809,0.41237430466409963,0.39914940353091033,0.39190049951389605,0.41400806747341434,0.3852044429158157,0.4342602196866939,0.3899418961289579,0.4101437334065736,0.4310846560846563,0.37955575817440457,0.42563049333058867,0.4217513104407362,0.43174574939594745,0.3852044429158157,0.39014631915866504,0.4101859675302112,0.41562500000000036,0.42689499780845963,0.4254600612461008,0.4529109816750446,0.38978549813139207,0.40299729888746283,0.4435856006808695,0.41384223406751874,0.41610285912698813,0.02526670778132178,0.0006384065221067066,0.4179926538826505,0.32394684006726526,0.4821270141094991
5,0.40077179996389245,0.38946560751038084,0.40669589107769555,0.394501381760758,0.41947292308986384,0.4097833299673985,0.3889525656850644,0.40741292938931295,0.39264262361558155,0.4055976279836907,0.4111156731148836,0.4071072740797512,0.4136444444444445,0.36842893222589634,0.39299937560861975,0.45469542858443135,0.4459538817521742,0.4485141206675225,0.4098675970656648,0.4281441549103875,0.4147496790757381,0.43662650602409625,0.41114695980412164,0.4651872704550092,0.4101936270084853,0.4229222222222223,0.4534864359453852,0.4497628444186973,0.4216939620381701,0.4136444444444445,0.4002640754464516,0.4111871369511748,0.42257300735903813,0.4421457444419492,0.38381251128362515,0.44597328576400974,0.4160617633668876,0.4234792722225613,0.4168933975953566,0.4403850833824321,0.40470009542199337,0.37413589970578287,0.405296721598878,0.4161247836709764,0.4252854226214783,0.4114959725986148,0.4210726426910002,0.37827268066025277,0.4360127035247807,0.41584672323524097,0.39971675650217176,0.4461902881958153,0.3777350167954263,0.41856794214450443,0.4522657252888318,0.39508888888888893,0.41353073739617696,0.43403534253207465,0.38865503884647246,0.44714666513800916,0.39931700311178486,0.4322549928184942,0.4130104187920832,0.3959916559691913,0.43719091705125135,0.3811768130219645,0.3514992387970788,0.411788888888889,0.3980028211271074,0.3684167958046076,0.4178231802837412,0.37879677651001353,0.40928350081615994,0.40364097481343286,0.3997432605905006,0.40725850760889015,0.39372057767493807,0.41218234957169264,0.39228175528606957,0.4534864359453852,0.38327970600245,0.4160540000512335,0.4730388672026471,0.4496892082525128,0.42289925596812294,0.3425944888160739,0.39253126765109336,0.369637903390003,0.42160548080327787,0.4054519467266733,0.453662927832982,0.40492685832800124,0.4295759968416897,0.4147496790757381,0.3959916559691913,0.4838218603346256,0.41773108864415953,0.38304636947809156,0.43414147825445826,0.40053005904455175,0.41310959802355507,0.025449766962355867,0.0006476906384382202,0.4116424307437519,0.3425944888160739,0.4838218603346256
6,0.4194117189496728,0.4321762230780206,0.37870993753984017,0.4069504007311592,0.4042165213698703,0.4149563318777294,0.41913260104435446,0.4196690914277569,0.40984920634920685,0.40436798351570313,0.41250451230958096,0.43407533042744695,0.3943289283662287,0.4273469387755108,0.4099513904365155,0.40039415848271176,0.42098412698412757,0.41033580974102957,0.4314388947165517,0.4245839113116009,0.3968188402742808,0.400908393952361,0.43025700279326484,0.4288672566371685,0.35843493245947944,0.4072311463963618,0.43123530111551434,0.4453721224813051,0.41076122258308556,0.43790238675714765,0.40867903930131044,0.4013856574117164,0.4243574970319163,0.40895506954138894,0.4191601552381621,0.4109807376733229,0.43631681415929235,0.3872937968643494,0.4263326309566732,0.4401204590703023,0.3926997111332944,0.4002245785284363,0.43779001214571367,0.4345802820162853,0.4089049586776864,0.4254528272168848,0.38890033825901427,0.4136662819972512,0.4295820966639434,0.432696773268064,0.4260492538663694,0.402556790774374,0.4149600838359776,0.41769292035398264,0.414103878025872,0.4098704839809141,0.3979979093755961,0.43822574186946706,0.4055335319524649,0.40669280643291805,0.4255393217893221,0.41834281609523094,0.4001360412010496,0.42042422454123474,0.3791363010413289,0.43010262461960846,0.42255334292655045,0.4331313131313135,0.40202251190105487,0.3781445009638873,0.4172724867724873,0.3888446969696975,0.41514779623750675,0.38253607407559154,0.40137542954567584,0.3959055412922551,0.4306302488887921,0.39318419090231227,0.4164453687410018,0.3705123893805311,0.4190347545920575,0.4061681222707427,0.41041628284423426,0.42052925576933964,0.4059792586379589,0.38750840184065005,0.4341864433069649,0.4381202564700917,0.4203091877358981,0.39472007282658206,0.40149801587301626,0.4059112466124667,0.42198825673213247,0.38642374388519096,0.409002619238351,0.412529924647309,0.43643264429411355,0.3755720718751372,0.4388677547167744,0.3717539823008853,0.41203275257993854,0.017990916616536675,0.0003236730807031754,0.41251721847844497,0.35843493245947944,0.4453721224813051
7,0.43303724333249505,0.4099547217489692,0.42142533172919394,0.4228765424038654,0.4331304859773072,0.4033271407774376,0.41302325478128465,0.43133858807067016,0.40069997656982226,0.428982998294662,0.4415692007797274,0.416611084955012,0.4093664309424163,0.42100012245415663,0.41491643055808325,0.39902962071200865,0.4139437796012664,0.428668816183678,0.42593876230038785,0.3851918089957975,0.4383898964249625,0.4187853512387104,0.3927541741398287,0.41712989684017154,0.4200566178242111,0.43801522534559434,0.44193634791925407,0.42443260728161347,0.43130382059664596,0.3954883124164409,0.4243680415230401,0.43475217665025445,0.4224393484473631,0.44288629039743255,0.4088865618285884,0.40537270549806526,0.4218493330705043,0.3925953733324634,0.3937037037037042,0.3813579566487978,0.42461077327813057,0.43295202434659275,0.41358547202903817,0.4090513347827581,0.39300747961848914,0.4088865618285882,0.39223958952447235,0.44694980045933685,0.4228765424038653,0.4438130209720076,0.43489828391999297,0.3999319786388674,0.42787358167416,0.41210495751574105,0.4208353110771236,0.41978385302976207,0.39498813591881055,0.4193140519248769,0.41049390726586166,0.4068453352484174,0.41607202250783737,0.4064562073133734,0.43088694071297196,0.4057148958538671,0.42987637663990197,0.4193448661876499,0.4246577876433595,0.4217405266538218,0.4347955917620824,0.45318439614284756,0.39984480346430273,0.4241122109936095,0.40253608237253447,0.406884057971015,0.4233292724096934,0.4031453867019157,0.40027368381119643,0.43800708341481454,0.4171180896674175,0.4170732623648926,0.4224364346224444,0.42944496428708057,0.42321658457213773,0.37379354990583824,0.4265143101780824,0.4120511289835871,0.405165037734051,0.43766719481980576,0.3862819976285139,0.40298955304845996,0.41092617642004636,0.39105226217471156,0.40473706726339387,0.4068003694249547,0.43573564067391257,0.4059948286726205,0.4095172031076586,0.4147736582604685,0.4161819370779889,0.4245797198423841,0.4165049124104002,0.015665343758574646,0.0002454029950743136,0.4171239932537945,0.37379354990583824,0.45318439614284756
8,0.4152540254025405,0.41005075671376157,0.41913686848435194,0.40857121426428356,0.43200028289418424,0.3906972181896653,0.4470640685108488,0.4381785657293319,0.42746120541404486,0.4329489404601704,0.39786849303479777,0.41491549918707293,0.4324650812966305,0.41061694205931953,0.42440013186725756,0.41130682317179834,0.4117110383752993,0.42705879176625405,0.408716029918996,0.38994541963419027,0.424131948588392,0.4037136022733403,0.39242359094525003,0.37895128399766154,0.42705879176625405,0.39377209536986635,0.4123753237214163,0.4178084222144476,0.41545515578503467,0.40089099463598044,0.3983295264473662,0.3900532112814227,0.4013878038824936,0.42273066126403125,0.42838812171575213,0.4017279946434743,0.43494229918056015,0.41943098490339914,0.41659058763019163,0.4035715718411884,0.42106595010366366,0.4373073021587873,0.39426937565241105,0.40265390950747937,0.41384638452318234,0.4148876019387292,0.4116178573103235,0.46120398175316335,0.3917993275958681,0.411766115538718,0.40916518052051565,0.4152603651381992,0.4119126198334121,0.4144429477774494,0.42454627938642164,0.41398667800453537,0.4039040380656348,0.40247774623099086,0.4351291254047892,0.39846528565727657,0.4063901659128941,0.41745587972416187,0.4388047301031849,0.41733703538742284,0.41102833305945985,0.40909767809931474,0.4291461636433944,0.42196388740167545,0.42300575657894757,0.4141213398256167,0.40541434331826165,0.39462284172056816,0.4143714746065025,0.42285010429608705,0.3806899659061479,0.4111068323722751,0.4195072313434496,0.4160742681917934,0.418911297512789,0.42025252937080915,0.4099800528153337,0.41847264534939954,0.41480332151749677,0.4030646206238907,0.43176677438697253,0.4221172498662519,0.3969344878952229,0.420790419622707,0.40868339002267595,0.43042866177853845,0.42480351482910506,0.4087286155124884,0.421278698979592,0.43827124921652283,0.3883683925987903,0.433513381814866,0.43273045440619595,0.41085391708746044,0.41771757503196716,0.4344533415044094,0.4148372206379849,0.014499067094491008,0.00021022294661055191,0.414845461728113,0.37895128399766154,0.46120398175316335
9,0.4150958766824443,0.43993126016479867,0.41075934395205804,0.4319697273615557,0.4135160191134627,0.4413625118277874,0.42715892597968075,0.405005534660006,0.396649459193707,0.4188417295704745,0.4137254178957719,0.4160377563939487,0.40484966368244046,0.42992615457745376,0.4141975747240775,0.42123839323871604,0.3973747046387265,0.4414380699386311,0.40341807859955003,0.41135169437491026,0.39638300586263264,0.4282194412865331,0.4325103515195323,0.4128538063313234,0.41505466429981575,0.41932271113646813,0.41411016814846513,0.4018876597324601,0.4191414308953779,0.40617573645512695,0.41046387265265516,0.4260717468086501,0.4018876597324601,0.42386258033496116,0.42243770833665617,0.4216060405207551,0.4214681722009064,0.42821411012782695,0.43254464989749253,0.40546413038834117,0.411152753282383,0.416815285865222,0.41519973503779173,0.4065644721237789,0.43112057680101556,0.396132005899705,0.39059374671018,0.412690511307768,0.40560845045775973,0.41302358572294906,0.42234889504067796,0.4300021506217252,0.43031764947400575,0.39586626769045463,0.40640764885604663,0.4037984827970691,0.41218400940623157,0.420590604276442,0.4093503922356688,0.4318328143076753,0.410401944878667,0.3934021208123669,0.41002191553927914,0.40763472905426845,0.40994030593209796,0.4316296811482744,0.424064029666012,0.4095857915437561,0.4344513819809578,0.43098782572288774,0.3942055304981219,0.409882932506201,0.42649347695966855,0.407351084163305,0.4293428832423184,0.4188871742112483,0.4009307938028911,0.4235563790605149,0.409915149283706,0.40290270429159314,0.4205591840124274,0.4156996552829886,0.3970654910482151,0.43056327000255357,0.41124128451509767,0.4220046705998033,0.41132518958240394,0.414117614638448,0.4242454857278032,0.4074847886868863,0.4101302052141974,0.40732531857682863,0.4218012657744423,0.40065582181030557,0.4540230308134301,0.40751597836774833,0.40760376376629404,0.3981435480008625,0.4102687149557307,0.40784285832421074,0.41520332555152,0.012256423475655311,0.0001502199164145946,0.4132698024182059,0.39059374671018,0.4540230308134301
10,0.4108075322223774,0.42156137472087807,0.4153881431576316,0.42594639304508286,0.40566031998608165,0.4220456447302138,0.38750985532244375,0.43479711672999555,0.40115461417772125,0.4076144424450815,0.4082853430409593,0.4202789857558661,0.4039782506761821,0.42042237888402556,0.4176308650895918,0.4224230803757507,0.4061120525027575,0.40931467056889115,0.41408088795646314,0.42798114600850357,0.4273135002918047,0.4290105237264654,0.40799417115485637,0.4299519372463678,0.42195963296794803,0.40831454773676334,0.41183294817595273,0.41905403294605015,0.403505331185656,0.40569633439265707,0.40859881025204614,0.4110836993006598,0.4152130205165493,0.4132921230017411,0.4084847649427146,0.4304893548572378,0.41066573173451404,0.41521483886689436,0.4109888332886329,0.396171170748822,0.4245661977639713,0.41633514462557397,0.3950650974490396,0.41478635950570264,0.39667131705591196,0.40451480602657364,0.4266155102778665,0.4094282649361246,0.4103939186963841,0.41175161294583396,0.4075138546501206,0.4327529496994059,0.41292114227894083,0.41525433603776285,0.42051839652227374,0.41484138006038873,0.404189715806483,0.42378850614283436,0.4192038215624161,0.4113093770545697,0.4310398815039749,0.40895420539954697,0.42547450345615545,0.40654259086511957,0.4316090537078606,0.43045713825980714,0.41676153533380433,0.4031377647276567,0.4152086113737332,0.4152086113737329,0.39076553454435903,0.4227008831182071,0.4352414008342129,0.404285843241431,0.41015082087477883,0.39646456713421196,0.41420933086218303,0.40460332933247645,0.3997707558678616,0.42726688792785583,0.4118219466786064,0.4387917902901407,0.406945308821254,0.40612169908559104,0.40670893364801064,0.4260483534618996,0.41765374040842174,0.4316090537078606,0.4043954923094262,0.39532753530679043,0.41492933028915735,0.43884042832135406,0.4092654598793215,0.40452758159819746,0.40705377752648897,0.41491638140065634,0.42338114664210225,0.3963043522495928,0.4043000342167481,0.4103950169781949,0.4139944072638778,0.010925900864151544,0.00011937530969326746,0.4123770452274468,0.38750985532244375,0.43884042832135406
11,0.41211922082163444,0.411592140550599,0.4139611489616247,0.41460189980917983,0.4157540670870643,0.41459646328727573,0.40927759525197316,0.41289140504374633,0.4349728453364816,0.4094911998857116,0.41300562425506515,0.4150278891320103,0.42880759396980583,0.3981646090534974,0.4103220085672482,0.4250525532202222,0.4127532937456069,0.41050004171010057,0.41712364347558006,0.40919383698339307,0.4192600190336583,0.417757595217344,0.42577230429525215,0.43238749852744573,0.40204964093186235,0.43616923382935247,0.40485592838662743,0.4192600190336583,0.4260115043641778,0.40744909452508593,0.41746331501201595,0.4173608450550045,0.4190847069329344,0.40239523029116253,0.41787485352082654,0.3962175150416438,0.42951793052022513,0.4017952899698096,0.4061579307081644,0.41400580623591,0.4219313979289937,0.4241768174864078,0.4058689258650834,0.41438344483798983,0.40062124264475263,0.40901717607867627,0.4098954627551854,0.4199693165095958,0.42177220732307996,0.4096996042818186,0.4198906099954067,0.4049958847736622,0.4177534435216108,0.4283624803808356,0.4018289139024115,0.4023952302911623,0.41314277974343916,0.4172555064773362,0.42211138469832865,0.41242931709438846,0.3998003951173368,0.41945691501511106,0.4166251651324203,0.42481812294330157,0.41025816895020983,0.42038242847571583,0.40703667806216715,0.4266114952878123,0.40456740130297897,0.4109395575476098,0.4170720549242105,0.4176116261482562,0.4211362029649549,0.4080865826506811,0.41382279969738667,0.4222469351268513,0.4043127572016456,0.4144062711840907,0.39990530108080224,0.41354218599026615,0.4125601750547039,0.4071507032784364,0.4135754106069631,0.42665201503188555,0.40127646293477137,0.41541320014837546,0.40285787792666217,0.39784233077962405,0.4205726904069349,0.42291227279953314,0.41136491956961707,0.40901746090447966,0.4188220011577608,0.4106825244397784,0.3998417688081142,0.4123530464252255,0.410645070056997,0.40901746090447966,0.41099902118657383,0.41393604437200926,0.41379687989766883,0.00853493002192822,7.284503047921163e-05,0.41355879829861464,0.3962175150416438,0.43616923382935247
12,0.4112839416959755,0.42169395859429026,0.41812726727218175,0.4047010142837154,0.42379525504881665,0.4051017808102828,0.4140546691635053,0.4111184432398932,0.41770170781535565,0.41441563656407776,0.41610878371397186,0.4104374771980548,0.4144288013829194,0.4104710471047105,0.4083395012067573,0.419815898670988,0.4197174006078499,0.4053856062965374,0.4323333668543845,0.40292697517735576,0.42001776678772007,0.4161520530751298,0.41903021601514057,0.4098784468781893,0.40331323767388016,0.4308465814323009,0.4200773791452971,0.40935916310410214,0.4183825013012409,0.424405636465938,0.4054397947086267,0.4108179030354895,0.41886903423446953,0.4003792551173694,0.42118305272753076,0.41522826444484284,0.4078980837042916,0.4142206292960058,0.40922155712731334,0.41204455210961777,0.4132132584119339,0.4186715834928426,0.4231726027549836,0.41624336283185814,0.4178176870271949,0.4110381745245232,0.43599178099628133,0.40950409105503804,0.4185855134253964,0.42718718879393036,0.4208772060057463,0.42775251108478285,0.4099768763085342,0.4013106071510171,0.3998664452905385,0.41515476960953546,0.4146459597801865,0.41802383962272616,0.3907663189582886,0.41406162478531416,0.41299478729313877,0.41446802185668563,0.41227172728508543,0.4232424111712294,0.42096290437124506,0.414184196370431,0.41740249224559034,0.42054586680653083,0.4120091512469829,0.4029928810479638,0.4133770916806053,0.4276822607490185,0.3982254524822144,0.4159877263709182,0.41066685972528116,0.40466985116653253,0.4094663549470625,0.4231412941146896,0.40986951219357093,0.4127114836190521,0.4102645792136582,0.41774611054992405,0.4062904800873104,0.40981979291841275,0.41280604496684903,0.41195729436935447,0.4164108132708445,0.4235826629123086,0.4165521918207482,0.41934853185254317,0.42259957356180966,0.4021844955579892,0.4133790206760547,0.41955533786742516,0.41261078621799163,0.41759010220548654,0.4001533588093321,0.41655219182074843,0.4048644462758245,0.40369733017604736,0.41407422514871256,0.007771723798074582,6.0399690793558805e-05,0.4142024128332184,0.3907663189582886,0.43599178099628133
