No Workers,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Run 21,Run 22,Run 23,Run 24,Run 25,Run 26,Run 27,Run 28,Run 29,Run 30,Run 31,Run 32,Run 33,Run 34,Run 35,Run 36,Run 37,Run 38,Run 39,Run 40,Run 41,Run 42,Run 43,Run 44,Run 45,Run 46,Run 47,Run 48,Run 49,Run 50,Run 51,Run 52,Run 53,Run 54,Run 55,Run 56,Run 57,Run 58,Run 59,Run 60,Run 61,Run 62,Run 63,Run 64,Run 65,Run 66,Run 67,Run 68,Run 69,Run 70,Run 71,Run 72,Run 73,Run 74,Run 75,Run 76,Run 77,Run 78,Run 79,Run 80,Run 81,Run 82,Run 83,Run 84,Run 85,Run 86,Run 87,Run 88,Run 89,Run 90,Run 91,Run 92,Run 93,Run 94,Run 95,Run 96,Run 97,Run 98,Run 99,Run 100,Mean,Stdev,Variance,Median,Min,Max
3,0.3188351799196,0.4045756165197584,0.37939621484943686,0.38847107926133007,0.3261151840827823,0.40498812351543934,0.2898373823679963,0.3925952282116666,0.4004182119466583,0.3633627608346709,0.356661316211878,0.3565048165807142,0.26764606215241094,0.2931858032529173,0.4595577218881719,0.2933949022559451,0.39240454582617934,0.44697728147862925,0.37784976715934404,0.36355696705041685,0.31598369365714174,0.4063254699665759,0.41825825825825835,0.3821458407924573,0.3938294010889293,0.3661863250904347,0.35692735212385873,0.3289970959143892,0.3794104554164167,0.38968464485705856,0.3436681222707423,0.4178072694859859,0.41825825825825835,0.286959615726739,0.3781381381381381,0.3512043512043511,0.4835792852389713,0.3298555377207062,0.4094062926444868,0.3547015977897564,0.3393825700420049,0.3789877480721807,0.43889670260978286,0.3529818735298188,0.3571472919555454,0.4210855150452466,0.4197640594699418,0.3789877480721807,0.41380906460945033,0.3967326230339929,0.3518847281284835,0.44874742116121424,0.3540787623066104,0.398598661290954,0.4059667240390131,0.4127784539886783,0.4388108086738224,0.5022354694485842,0.37676565008025675,0.4106720440532051,0.3991974539919746,0.4195249605465551,0.3325720810733658,0.3681319799019508,0.373964568595441,0.36133770011595023,0.39014780218724165,0.40080132357924536,0.5051851851851852,0.3513913913913914,0.4792873051224945,0.3305122494432071,0.36194172414486514,0.4170801058927346,0.3580780780780781,0.4440551996438733,0.3931918148785618,0.4563715760222311,0.36221506146318183,0.3606032192530083,0.3831221141565969,0.3580780780780781,0.4352945856705256,0.34928462709284636,0.3755022476826988,0.33848416511422685,0.4195249605465551,0.3246446446446447,0.2275395837039672,0.4355477855477856,0.394373062450038,0.3070810662700121,0.37949219920493815,0.30023621238574505,0.4045756165197584,0.34986169449851456,0.3748367096258457,0.4370786516853933,0.4028097062579822,0.3995085798757466,0.3804844216214298,0.048795737256362715,0.0023810239743919845,0.3794033351329268,0.2275395837039672,0.5051851851851852
4,0.4316619097042037,0.3946283783783787,0.3956702544031314,0.35865332975295416,0.43209134615384637,0.4378548895899058,0.3751602857666242,0.37445959428001363,0.39750581975390786,0.39750581975390786,0.4004216020879344,0.3645826405054874,0.372553816046967,0.36577331192372065,0.37326299247951544,0.3727739726027399,0.3638919481324474,0.39299841772151933,0.3567025808068156,0.3608551230729925,0.30351758793969874,0.39164682176222776,0.3872708568730293,0.39308443998997766,0.3271271612298785,0.36260273972602775,0.34536117078410355,0.3716086659467086,0.35782056798623096,0.374597145809479,0.3500663129973478,0.34386225272779447,0.4240012142266897,0.3712162162162165,0.38455050688412906,0.3732397895264349,0.41292909045352055,0.3948022229486764,0.38906555772994167,0.4173229674351152,0.3864695565021301,0.3810442301296977,0.3838313985126067,0.3690509692264401,0.37723348725155625,0.3899159663865548,0.33559259937717556,0.4125468574022091,0.3242782062657843,0.3258143643755257,0.4069326593247883,0.4099337748344375,0.3602621077453295,0.41610738255033597,0.37326299247951544,0.39932885906040294,0.39185038563920593,0.36197105697014165,0.34226027397260317,0.3377702702702706,0.4060522151898738,0.37445959428001363,0.4288963607594938,0.34878182817365844,0.3871984400507894,0.3514133688061192,0.38350938967136183,0.3859200860663319,0.4010645097304567,0.38722456053478616,0.38994668697639046,0.38350938967136183,0.38722456053478604,0.36394230769230806,0.3781544090097638,0.3493850254101213,0.3493850254101214,0.35570469798657744,0.36331746429466305,0.34930827547950094,0.40200330500205883,0.3762626398959118,0.43449920236032746,0.46878460097095664,0.38762886597938173,0.359628891008411,0.3832641149399485,0.41504492855623065,0.4099337748344375,0.323163766988363,0.3495798319327734,0.318776852846402,0.39718360714930523,0.34386225272779447,0.3832641149399486,0.3967657492625535,0.345637583892618,0.3322147651006715,0.3310181470023412,0.4177283771329632,0.37780802288638826,0.02977030541663836,0.0008862710845999273,0.37769394813066004,0.30351758793969874,0.46878460097095664
5,0.35742426990749143,0.35708789329685364,0.39146278714061156,0.38662035168228204,0.4330657200202852,0.37845867360355945,0.36977050346913365,0.3676498673740053,0.39082093593251255,0.35224479613773274,0.3735749662974035,0.41243465139064706,0.32930774053807577,0.3739902502072182,0.35871135207552696,0.39757733073761625,0.3728881118881119,0.3866895421489297,0.36368733486119575,0.3623308118134655,0.430699910747704,0.4067255021302495,0.3912916151796747,0.37967977228251193,0.36662447166856194,0.38111111111111107,0.33729799851742037,0.35900840609884777,0.37338350837089274,0.38413686396970503,0.41048874824191284,0.3617404400209534,0.3971682727946628,0.35747448268965665,0.3816616260451877,0.3374257901169896,0.3858853642280804,0.355488826419059,0.33699112867045833,0.3646026567730656,0.3749341473799678,0.3578793808930796,0.38298368131237814,0.38164767080416995,0.39253719716444657,0.40894229666169546,0.3826757880275057,0.38974181263213903,0.35654656814664665,0.3534133570440624,0.41724972209507616,0.3781920125203707,0.4246848113127183,0.41804462180301105,0.36146562670052607,0.38377013963480133,0.41942880967271223,0.35827661972634794,0.3585700066115942,0.36404038068259825,0.3570361242714597,0.4038130025010245,0.3837716525477305,0.39253719716444657,0.36918715737839325,0.3553657817745286,0.3734467315657787,0.39924858753026715,0.4150721400373695,0.3714948522248621,0.39949034597667354,0.3730664464956106,0.3585700066115942,0.3534133570440624,0.32691500600587564,0.33161432255023104,0.349774964838256,0.34304735000573594,0.41418089925552604,0.36809370599779667,0.40901856763925726,0.3534125874125875,0.3634863050970434,0.32508323850465715,0.3593092838795269,0.36900596535505326,0.3729995984857175,0.397042585897075,0.3735758642609164,0.34679613472183124,0.338409022813851,0.3593697210181651,0.35111927878929516,0.3686871989363325,0.3610564865481075,0.3821692501165732,0.3753461187214612,0.3757160647571607,0.36170810810810816,0.3814394341290893,0.3744359948439426,0.023638892218581738,0.0005587972253217243,0.37303302249066406,0.32508323850465715,0.4330657200202852
6,0.38674106098116745,0.362928739501572,0.3828690610859731,0.36805593611774434,0.3964185730032117,0.34235718325791886,0.37370502657025906,0.38704029245490346,0.35244910175178934,0.39365079365079403,0.3736959110758241,0.3537433660237369,0.37767267267267335,0.3693165014848039,0.3432659369216844,0.41387864207431224,0.3922125383777363,0.34817102957510004,0.36569162270363353,0.40170913308639244,0.36967621419676244,0.3710427737607809,0.4157944054288648,0.3614641356150339,0.3630755780307342,0.38533571641053543,0.3577578243358096,0.33392075070452976,0.372375382901699,0.4056830187174839,0.3722494426584887,0.39859783960881423,0.3772145457392263,0.373591244284757,0.39573364477955497,0.37386053199137337,0.3642275280898881,0.3452691973778581,0.359078251183515,0.3829515457302116,0.3372669870699194,0.38549978401727913,0.36041895896099807,0.36411037155403503,0.41367831442980474,0.34513184609758285,0.341006787330317,0.3910465650532374,0.3868198704103675,0.3883766199603673,0.3535415534082743,0.3306221549323718,0.37233617860137513,0.3990411693543362,0.36427153944395385,0.3327441199536828,0.32865762300060786,0.3937174134521272,0.36288623595505676,0.4032182762931711,0.3574245939675179,0.37748454541875065,0.4102436388643289,0.3403302253302255,0.38669724770642255,0.3602406046682922,0.37050431253171023,0.38432853058862415,0.3710152020615676,0.3710427737607809,0.38381514214278256,0.4040831369018323,0.37636452241715446,0.3829653919461862,0.3604313675919111,0.3458306867804687,0.4049190182573903,0.36836780881381825,0.36439943902626093,0.3736734352072437,0.3551057208215257,0.389329448360043,0.408150477989199,0.38166432584269694,0.3843540378081717,0.3746914175506275,0.3657294245815592,0.4003275546650408,0.37766326856870946,0.39782994404258276,0.33143432557225694,0.37903203300974786,0.37628338176283427,0.38569477943668173,0.39742631797426353,0.3549571664621026,0.36039376252286837,0.3670493945465636,0.349567567567568,0.38244803695150176,0.3733215907321585,0.020734179761356646,0.0004299062103762516,0.37363233974600035,0.32865762300060786,0.4157944054288648
7,0.3526149831466786,0.36159201934970076,0.3733205374280233,0.3709654042121464,0.37420319162966575,0.3928591036363305,0.38083724458351165,0.3658536585365856,0.40482328634377374,0.34006239949013306,0.37268672297617966,0.3658420638838612,0.37967172974308505,0.36619871585591535,0.36869434845409876,0.3242858498623902,0.3888276924627606,0.34997323991631435,0.40504077737289634,0.3799427349498029,0.3961589140724494,0.4071335761213698,0.3819439388423739,0.3756152439881879,0.35412667946257237,0.3996157540826131,0.38676587444918054,0.3463409302071381,0.3820154227268331,0.3957307060755342,0.3817854264447925,0.36981034714575933,0.4027783883589048,0.34065693829589583,0.371740229718992,0.38991820152666234,0.40661065393781026,0.38532937616387375,0.38220540350259635,0.38612887358583425,0.36241375622743666,0.35544199195389836,0.3566971066742316,0.3734290378585684,0.4154405686890398,0.3588512569832405,0.3443258971871973,0.3588512569832405,0.3774384698876475,0.37591792893312015,0.37266729500471274,0.3701226511774446,0.4003765146240199,0.3644548354064284,0.3796463733172598,0.36981137610372883,0.38866034044576125,0.39117704542018394,0.3701226511774446,0.3776329996522889,0.38287298372617495,0.3416122549633047,0.35998024899338865,0.3676141350097616,0.34450624864552526,0.384075163708836,0.39221542691888356,0.3643124025102482,0.3509141056808649,0.3403706310110255,0.41274902687407555,0.3747885123508792,0.4230748210089087,0.36092423092702686,0.4064381548380983,0.40602284527518195,0.3680455966170253,0.37325178969326334,0.3945145677137709,0.411470236151921,0.35289058067822066,0.3856332703213614,0.34318808604522943,0.39396359860435914,0.34498930836822383,0.3985684357541903,0.37828700898762846,0.3745344075119832,0.34823221108497104,0.3801921548797229,0.3795182938040085,0.36613348041919513,0.3727185398655143,0.40292178038130533,0.3694406588414595,0.3895831828360906,0.3768436578171094,0.39637972938658583,0.36326530612244934,0.3879968070690011,0.3758921981764689,0.01983280538846263,0.0003933401695766323,0.37520187816953354,0.3242858498623902,0.4230748210089087
8,0.36916985537543834,0.36915086379250106,0.3569591045047521,0.3703662745748548,0.36880829723778685,0.3440098848316182,0.38499554377173306,0.4009954697943936,0.35979562300163537,0.38588888491168627,0.3551033610258666,0.37827719240850766,0.3833777624512631,0.38869255408930525,0.3761431324282164,0.36328487497426654,0.39629719919822337,0.3881322225860042,0.3836432449244198,0.38143174474757724,0.3567603764478767,0.3749900415228663,0.36122864902737295,0.3605894578267378,0.3753798525398183,0.3708638082487905,0.3634533475176286,0.3703847122894742,0.3806432032918281,0.3617440364346285,0.3721311686048522,0.3865980201485092,0.37551716149986125,0.3725365990990994,0.37444296327553583,0.3948767220198659,0.37974387579234437,0.3785255962485835,0.3805745003748332,0.3523881811238563,0.3929802372799117,0.36913352669835064,0.3668700487576271,0.4018664037165427,0.3688873583182356,0.35587139908688503,0.35851287899966944,0.3666890189968395,0.3680250662668335,0.36034588159588177,0.34884747366226787,0.3782970980750301,0.4178103200910305,0.4018664037165427,0.38000565078734116,0.41585749021093854,0.37983177331275497,0.374856211608674,0.37964575232952746,0.3744429632755357,0.36944443725781206,0.36881843954147664,0.3690295991605794,0.4037711929966412,0.39816824444843424,0.3855181295459905,0.40399878730400574,0.4038931255526085,0.3604423335165877,0.3627397301942177,0.36776398856137194,0.3704911766992305,0.37078142914347945,0.39558696060904464,0.3470736895868016,0.37540500321750325,0.3634691812590539,0.395202798564143,0.3685968991054521,0.40201032301263195,0.376277800666983,0.375348622453733,0.3848419477614108,0.38343463257312893,0.4175516967795806,0.34531513041117756,0.3744445704424999,0.3765760528433193,0.38637328003938753,0.3851471499392902,0.36445804202674736,0.3678633696041348,0.3712598312075376,0.35686255952274615,0.36497188888540877,0.3560432754182755,0.3511578559461974,0.3977176763765804,0.39685509098415916,0.3766701268329934,0.37599914390743194,0.01595711269471507,0.00025462944555183683,0.37465039102558695,0.3440098848316182,0.4178103200910305
9,0.35250422423895567,0.38923850307205365,0.3696581196581197,0.3695290006373767,0.4122594169885444,0.3653165033911079,0.376702670768682,0.3684519871201094,0.3728886653164646,0.36468445801204374,0.37173954087582317,0.36161940021885297,0.38120800524205634,0.37854399638540603,0.3830725399472156,0.3788123726114302,0.3687902355524132,0.37448899975823646,0.39962818375848985,0.40531598235969735,0.37921891861719936,0.3458480729845467,0.3644541807292335,0.3790993636808615,0.3642468059819749,0.3636492087415222,0.3897235637528993,0.3699970908193311,0.38552812587084706,0.37497576015077727,0.3749911533000403,0.3814116208752224,0.380316774186506,0.386079438351,0.3693371435643784,0.39887678752875655,0.3766148097308014,0.37607345009208026,0.37263238194470283,0.3423773773773773,0.3848543315961862,0.3778533148074633,0.3691169557473687,0.3658978542855298,0.3842108775442109,0.34912394548994163,0.33030331574981164,0.37840091813312926,0.36677779202461847,0.35583520744731334,0.3747323187305359,0.3749911533000403,0.3889646209861378,0.36756628421877946,0.3485541624308144,0.3850895578849207,0.36718505496847054,0.3460351259450002,0.3841140932950381,0.37221826578140693,0.3844305917216829,0.37038833566353757,0.35511905449921977,0.3695290006373767,0.3658978542855298,0.3509562920311585,0.37082933946434116,0.3708241574908241,0.36378401750616207,0.3909971877920201,0.3923071814446504,0.36500304194368116,0.3600081866557511,0.387847003813688,0.36410444670356557,0.3971615042418799,0.38006539191037014,0.3854344520848313,0.37448899975823646,0.3758360569145951,0.3992702113855353,0.3684993134551625,0.3460202991452992,0.3636492087415222,0.38072371693618057,0.36516932141932146,0.39403201355448547,0.3656675704088973,0.37006863539942914,0.3414119463299553,0.3641363001348479,0.36766609265946515,0.3706312226642344,0.3777400478865045,0.39658856871078374,0.37685661445992025,0.37223058230782946,0.3672059802196789,0.35739160160557537,0.37285347786008594,0.37284554806407655,0.014312789122486938,0.00020485593246478043,0.3722244240446182,0.33030331574981164,0.4122594169885444
10,0.3735631364949088,0.37302402402402435,0.3772025567492764,0.37222001635493074,0.35943755187296655,0.3805340395428294,0.37581116885445187,0.3741699740129667,0.36483494794713456,0.3654230372847571,0.38170027316384414,0.3731559877223195,0.3657984986865075,0.3857628691370901,0.39441343959292163,0.37067479506391576,0.37625369904314065,0.3865410539433446,0.3800010303374479,0.3857557845069002,0.36657127947735346,0.3519092847451063,0.38575268817204356,0.38183850996827096,0.4081158726287343,0.35428210134689475,0.3636656807481492,0.37573457453156767,0.37091622017023906,0.3798211588466984,0.37128941830808937,0.37918104726324,0.37868257709041586,0.3624334646139161,0.3780048640729762,0.36694584568323485,0.3815997642204547,0.37928153717627466,0.37112233080666324,0.3640813439434133,0.3905110298193113,0.3814983888292166,0.37662169341864105,0.37091381648516586,0.3723875813711557,0.3782515432827661,0.39739507908112615,0.3706984986649806,0.38130521918310967,0.38681883279627705,0.383329902225252,0.36854017228682767,0.3770713499534164,0.3838845558985575,0.369262614398847,0.37366895423437885,0.3780726919732441,0.37444544193646523,0.34862782819722504,0.3634398767235312,0.3784663499865848,0.37112233080666324,0.34179108794484503,0.35695765214565367,0.3667903780068733,0.3698220083007562,0.3928613119639638,0.38363419787575026,0.3698826645306943,0.38364358541819754,0.36513875951487174,0.3800010303374478,0.3891734648706765,0.3718303076364199,0.3731061757706069,0.3631112104949319,0.35865114354606353,0.38009721251705175,0.38610000158033164,0.36553705692803495,0.3770646855233325,0.38087184743586455,0.3992194042208864,0.40100668337510514,0.38070903120339605,0.36098832261194735,0.3747201356478792,0.3824928975889125,0.39048077737319054,0.38255528848949305,0.3862065218137696,0.3642833926044895,0.3657431855239953,0.37706648707299806,0.37493773459722124,0.3771763873508065,0.368730685835431,0.3813263423702943,0.3794999182640716,0.3878612668832082,0.37554911444871597,0.010968503509972891,0.00012030806924828765,0.37643769623089085,0.34179108794484503,0.4081158726287343
11,0.3644179625915037,0.3672826778063658,0.3815667244874801,0.36115112173674846,0.37417842173320015,0.35575160139618667,0.3788936217896256,0.3687487219772826,0.3782082123845618,0.38364266534180225,0.3647611873012855,0.3822173722616895,0.3702119758626021,0.364412114533203,0.37815074565757145,0.3622329560687454,0.3760342655580744,0.36479218543339864,0.37057846073093037,0.3767593613761351,0.37614163764136077,0.37234602825002394,0.3751060170242039,0.3528247986088925,0.380642923252949,0.3856477769063791,0.36306542212698933,0.3821680984855187,0.35504155136878945,0.3723913691310409,0.39053136496445295,0.3890008325781179,0.37489122435161404,0.38258141623796427,0.37704516734558113,0.3792799299336993,0.38109066526061397,0.3790099519510557,0.3771229232232489,0.3846501142220732,0.3770939121865433,0.3800170339614599,0.3857342731495519,0.3767593613761345,0.3661794128576731,0.37312437716509206,0.39170197929517714,0.3727569624047202,0.37275696240472045,0.3613955773955767,0.3582632456794058,0.3785224317175415,0.3785417707176342,0.361177612614074,0.38304747948417284,0.3766958108863957,0.3778106433890668,0.39235633357301114,0.37276555531362376,0.3755502550365115,0.38218337274008196,0.36117556756118385,0.3833124234155979,0.3799677283879662,0.36540066362747836,0.3857985771105916,0.391257785682395,0.38400333209110604,0.38503961039822665,0.3903916229380616,0.35708343484642235,0.37348799411569267,0.3644324721223293,0.3647435417831113,0.3923345702596076,0.3665841922400378,0.3745552768894367,0.37637930188249824,0.37234602825002405,0.38258037424640934,0.3807603331276985,0.3670341926595735,0.37748532601052476,0.372670947855124,0.38634765696671614,0.37965447082342585,0.3687556301333562,0.36802729194525674,0.3781611075499356,0.38462018268185383,0.3785782434960917,0.3784747574400007,0.3850929178939395,0.376008709942966,0.3894323060212651,0.3752703447248895,0.3658520381530862,0.36841573257867355,0.3731195937767535,0.35172583169849025,0.37505368045568943,0.009356453264849497,8.754321769731281e-05,0.37653755638444697,0.35172583169849025,0.39235633357301114
12,0.38934726522202323,0.3855072395191512,0.38365862625861635,0.37309966978238107,0.3769173339192139,0.37467838944834453,0.37646614936985023,0.3770688887131365,0.36687708770381855,0.3816651889801086,0.3709379676302187,0.38019617541722117,0.3738013991554646,0.3771963902676616,0.3665494059554597,0.38420508995970426,0.37109188597873344,0.3783214012664714,0.36860009024957485,0.37827436739971043,0.38206137056004175,0.38270058248342687,0.3736248632576924,0.383518519985111,0.37080756163428874,0.37424123625031547,0.37241377769748274,0.3750887275171211,0.35481127357017517,0.37697105324776303,0.3649541890721424,0.3692332772504089,0.3630789875421868,0.3767380286101736,0.37183446697810696,0.3800825854295705,0.3760650489626165,0.3810267676267475,0.37195453072094986,0.37020227790329696,0.37601037225097333,0.3788316747266228,0.3729218343120654,0.37648374963922104,0.37026127381941965,0.3805553051702294,0.3721390303936496,0.36852964492436546,0.37709567521032206,0.38515781402701676,0.3675927018066423,0.37109301253583415,0.3814555416669654,0.3611966650030559,0.3740735488921547,0.3796397696849403,0.3709900994898754,0.3776454714221946,0.3724243359232563,0.3894356395809151,0.3783172544500166,0.37289288943771115,0.37478828940535025,0.3806417815511205,0.36946091669218695,0.3737719072876029,0.3648233847889053,0.3832269263096111,0.37595398223010223,0.3738273623491598,0.35994259911371085,0.37686039894420376,0.37958417573366565,0.36965822021522443,0.38758052437836055,0.36775054479223535,0.3867198995424055,0.368358913813459,0.37304503467879546,0.3857268760751946,0.37636705039099827,0.3613833177574659,0.38081471189283134,0.3875299848781648,0.37548917844893903,0.37377058352375814,0.3732269032291273,0.3922728659791599,0.3640655375063663,0.37859249962698804,0.38497248892580294,0.3786183114696534,0.37625511521321253,0.37001284744154395,0.36493996522328476,0.37779267052305643,0.3736339982457064,0.3850914522831972,0.3693345823401204,0.36228979991820753,0.37518788045582824,0.007106504355275816,5.050240415155414e-05,0.37528895298303006,0.35481127357017517,0.3922728659791599
