VideoId,Tag,Mean_x,Std_x,NumberWorkers_x,Mean_y,Std_y,NumberWorkers_y,Mean,Std,NumberWorkers
j_70OVLHHPc.mp4,smile,0.0,0.0,15,0.13333333333333333,0.3518657752744984,15,0.0,0.0,15
j_70OVLHHPc.mp4,sedan,0.4,0.50709255283711,15,0.26666666666666666,0.4577377082170635,15,0.3333333333333333,0.4879500364742666,15
j_70OVLHHPc.mp4,public transport,0.13333333333333333,0.3518657752744984,15,0.13333333333333333,0.3518657752744984,15,0.13333333333333333,0.3518657752744984,15
j_70OVLHHPc.mp4,lamborghini,0.06666666666666667,0.2581988897471611,15,0.13333333333333333,0.3518657752744984,15,0.0,0.0,15
j_70OVLHHPc.mp4,porsche,0.06666666666666667,0.2581988897471611,15,0.06666666666666667,0.2581988897471611,15,0.0,0.0,15
j_70OVLHHPc.mp4,public relations,0.26666666666666666,0.4577377082170635,15,0.4666666666666667,0.5163977794943222,15,0.4,0.50709255283711,15
j_70OVLHHPc.mp4,sports car,0.4666666666666667,0.5163977794943222,15,0.3333333333333333,0.4879500364742666,15,0.6,0.50709255283711,15
j_70OVLHHPc.mp4,smoking,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
j_70OVLHHPc.mp4,bugatti,0.06666666666666667,0.2581988897471611,15,0.13333333333333333,0.3518657752744984,15,0.06666666666666667,0.2581988897471611,15
j_70OVLHHPc.mp4,convertible,0.2,0.41403933560541256,15,0.3333333333333333,0.4879500364742666,15,0.13333333333333333,0.3518657752744984,15
j_70OVLHHPc.mp4,car manufacturer,0.8,0.4140393356054125,15,0.9333333333333333,0.2581988897471611,15,0.9333333333333333,0.2581988897471611,15
vuk9mP0Vz7M.mp4,smile,0.2,0.41403933560541256,15,0.26666666666666666,0.4577377082170635,15,0.06666666666666667,0.2581988897471611,15
vuk9mP0Vz7M.mp4,company,0.06666666666666667,0.2581988897471611,15,0.2,0.41403933560541256,15,0.06666666666666667,0.2581988897471611,15
vuk9mP0Vz7M.mp4,public relations,0.3333333333333333,0.4879500364742666,15,0.6,0.50709255283711,15,0.4666666666666667,0.5163977794943222,15
vuk9mP0Vz7M.mp4,government,0.6666666666666666,0.4879500364742666,15,0.8,0.4140393356054125,15,0.4,0.50709255283711,15
vuk9mP0Vz7M.mp4,city council,0.13333333333333333,0.3518657752744984,15,0.06666666666666667,0.2581988897471611,15,0.13333333333333333,0.3518657752744984,15
vuk9mP0Vz7M.mp4,business,0.2,0.41403933560541256,15,0.06666666666666667,0.2581988897471611,15,0.13333333333333333,0.3518657752744984,15
vuk9mP0Vz7M.mp4,organization,0.13333333333333333,0.3518657752744984,15,0.4,0.50709255283711,15,0.13333333333333333,0.3518657752744984,15
vuk9mP0Vz7M.mp4,BBC News,0.7333333333333333,0.45773770821706344,15,1.0,0.0,15,0.8,0.4140393356054125,15
vuk9mP0Vz7M.mp4,car crash TV,0.26666666666666666,0.4577377082170635,15,0.26666666666666666,0.4577377082170635,15,0.26666666666666666,0.4577377082170635,15
lVMN_iO62Dc.mp4,smile,0.13333333333333333,0.3518657752744984,15,0.26666666666666666,0.4577377082170635,15,0.13333333333333333,0.3518657752744984,15
lVMN_iO62Dc.mp4,volkswagen,0.0,0.0,15,0.0,0.0,15,0.0,0.0,15
lVMN_iO62Dc.mp4,sedan,0.4,0.50709255283711,15,0.2,0.41403933560541256,15,0.13333333333333333,0.3518657752744984,15
